"GeoFips","GeoName","2008","2009","2010","2011","2012","2013","2014"
"37900","Peoria, IL (Metropolitan Statistical Area)",43378,42465,42398,45295,46451,44246,43974
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",44823,43639,43983,45131,46499,46075,47160
"38060","Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",37278,35082,35247,36575,37610,36872,37538
"38220","Pine Bluff, AR (Metropolitan Statistical Area)",32072,33062,32188,32619,33005,33662,33691
"38300","Pittsburgh, PA (Metropolitan Statistical Area)",47243,45824,46126,47254,47969,47063,47880
"38340","Pittsfield, MA (Metropolitan Statistical Area)",42666,41533,41681,43329,44493,44222,45772
"38540","Pocatello, ID (Metropolitan Statistical Area)",31807,31062,31216,31902,31899,32269,32896
"38860","Portland-South Portland, ME (Metropolitan Statistical Area)",41901,41167,41646,42491,42898,42032,42667
"38900","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41516,39359,39232,40286,41289,40707,41604
"38940","Port St. Lucie, FL (Metropolitan Statistical Area)",42382,38842,39249,41381,43674,42317,43197
"39140","Prescott, AZ (Metropolitan Statistical Area)",30422,29426,29385,30321,30723,30897,31608
"39300","Providence-Warwick, RI-MA (Metropolitan Statistical Area)",40562,40204,41242,41860,42782,42394,43809
"39340","Provo-Orem, UT (Metropolitan Statistical Area)",30887,28155,27660,28553,29903,29895,30478
"39380","Pueblo, CO (Metropolitan Statistical Area)",31347,31487,31570,32187,32504,32076,33573
"39460","Punta Gorda, FL (Metropolitan Statistical Area)",34017,33009,33393,34322,33826,34539,35283
"39540","Racine, WI (Metropolitan Statistical Area)",41907,40432,40041,40780,41419,39808,40535
"39580","Raleigh, NC (Metropolitan Statistical Area)",46093,44112,45253,44993,46806,44281,44773
"39660","Rapid City, SD (Metropolitan Statistical Area)",41995,41474,43052,43330,43226,41230,42182
"39740","Reading, PA (Metropolitan Statistical Area)",38597,38474,39019,39890,40972,40093,41089
"39820","Redding, CA (Metropolitan Statistical Area)",33978,33361,33473,33833,34157,34449,35521
"39900","Reno, NV (Metropolitan Statistical Area)",46292,41438,40529,41313,40748,41546,42823
"40060","Richmond, VA (Metropolitan Statistical Area)",44875,42976,43272,44285,45369,44534,45057
"40140","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",28749,27560,27116,27661,27867,28172,28911
"40220","Roanoke, VA (Metropolitan Statistical Area)",40908,40373,39926,40792,42206,41414,41676
"40340","Rochester, MN (Metropolitan Statistical Area)",43450,42302,44680,44954,46010,45201,45785
"40380","Rochester, NY (Metropolitan Statistical Area)",38962,39005,39550,40562,41498,40902,41416
"40420","Rockford, IL (Metropolitan Statistical Area)",37086,36027,36418,36971,37823,37752,38520
"40580","Rocky Mount, NC (Metropolitan Statistical Area)",38214,38379,37023,36571,37924,36488,37904
"40660","Rome, GA (Metropolitan Statistical Area)",38179,36617,36650,36765,36705,37273,38432
"40900","Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",40736,39294,38936,39749,41064,41385,42076
"40980","Saginaw, MI (Metropolitan Statistical Area)",32873,32765,33240,33849,33679,33985,34988
"41060","St. Cloud, MN (Metropolitan Statistical Area)",36933,35373,36815,37972,38771,38452,39762
"41100","St. George, UT (Metropolitan Statistical Area)",27775,27324,27314,27614,28195,28594,29086
"41140","St. Joseph, MO-KS (Metropolitan Statistical Area)",36339,36139,35444,36695,36455,36386,36909
"41180","St. Louis, MO-IL (Metropolitan Statistical Area)",49059,46475,46311,46332,47916,47272,48204
"41420","Salem, OR (Metropolitan Statistical Area)",33965,32780,32139,32137,32220,32646,34113
"41500","Salinas, CA (Metropolitan Statistical Area)",39394,38257,37497,37316,38199,38701,39310
"41540","Salisbury, MD-DE (Metropolitan Statistical Area)",40838,40128,40402,40498,40818,40887,41838
"41620","Salt Lake City, UT (Metropolitan Statistical Area)",39661,36843,36443,37240,38152,38079,38726
"41660","San Angelo, TX (Metropolitan Statistical Area)",38769,36222,37543,40244,41181,41211,41717
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",38132,36819,37841,39614,39955,39548,40317
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)",40056,38059,37232,38022,39236,39867,40851
"41860","San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",50938,47887,47990,50614,53269,53114,54893
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",48729,45507,47875,50827,54717,53562,55325
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",37521,36104,35773,37204,38310,38930,39509
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",38055,35445,35246,36898,38320,38219,39499
"42140","Santa Fe, NM (Metropolitan Statistical Area)",45749,42872,42551,43141,44004,43542,44555
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",42519,39931,39256,41357,43009,42173,42729
"42220","Santa Rosa, CA (Metropolitan Statistical Area)",35922,34330,34156,35456,36163,37081,38252
"42340","Savannah, GA (Metropolitan Statistical Area)",39961,38760,39190,40592,39282,39157,39612
"42540","Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",39104,39123,39511,39773,39873,39254,40266
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",49007,45703,45700,46883,49066,48389,49689
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",64696,56002,56173,61275,62456,63035,63906
"42700","Sebring, FL (Metropolitan Statistical Area)",31210,31326,32641,33520,32207,32657,33227
"43100","Sheboygan, WI (Metropolitan Statistical Area)",46631,44093,42785,45530,47371,45298,46517
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)",35552,34504,34345,35282,36280,36731,37317
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)",43427,40498,41309,42767,43023,41843,42298
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",35169,37091,36921,36870,36216,36050,37273
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)",43016,41950,42469,43959,44186,45442,45675
"43620","Sioux Falls, SD (Metropolitan Statistical Area)",46528,45454,46795,48356,49561,48069,48169
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",39360,37862,37973,38681,39172,39075,40723
"43900","Spartanburg, SC (Metropolitan Statistical Area)",37405,35430,35565,36732,38550,36729,37623
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",36718,35584,35369,35794,36290,35992,37000
"44100","Springfield, IL (Metropolitan Statistical Area)",40382,40973,40853,41826,41541,41919,42060
"44140","Springfield, MA (Metropolitan Statistical Area)",38613,38835,39087,39795,40991,40401,41058
"44180","Springfield, MO (Metropolitan Statistical Area)",36828,35669,35253,35541,36610,36398,37365
"44220","Springfield, OH (Metropolitan Statistical Area)",35804,35946,35505,36409,36674,36846,38024
"44300","State College, PA (Metropolitan Statistical Area)",33857,33862,34749,35800,35390,35099,35914
"44420","Staunton-Waynesboro, VA (Metropolitan Statistical Area)",40148,39133,38624,39518,39948,39612,39962
"44700","Stockton-Lodi, CA (Metropolitan Statistical Area)",32037,30856,30221,30492,31385,32168,33117
"44940","Sumter, SC (Metropolitan Statistical Area)",34934,34611,34332,35231,37084,36930,37902
"45060","Syracuse, NY (Metropolitan Statistical Area)",37879,38406,38883,39559,40206,39639,40245
"45220","Tallahassee, FL (Metropolitan Statistical Area)",35487,34507,35814,36628,34378,34285,35460
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",38904,37105,37995,39237,37647,37181,37961
"45460","Terre Haute, IN (Metropolitan Statistical Area)",34337,34012,34081,34466,35032,34982,35189
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)",35916,35396,35511,36083,35996,35009,35893
"45540","The Villages, FL (Metropolitan Statistical Area)",33748,32374,34782,37932,39949,38728,38339
"45780","Toledo, OH (Metropolitan Statistical Area)",38827,38340,39035,40367,40602,40416,41732
"45820","Topeka, KS (Metropolitan Statistical Area)",40593,40608,39828,41226,41321,41489,41734
"45940","Trenton, NJ (Metropolitan Statistical Area)",49913,47927,48131,48661,50188,47664,48985
"46060","Tucson, AZ (Metropolitan Statistical Area)",37041,34538,34062,34505,34759,34353,35078
"46140","Tulsa, OK (Metropolitan Statistical Area)",48704,43034,43686,46952,50015,49090,50195
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)",37020,36019,36102,36277,36222,36087,36457
"46340","Tyler, TX (Metropolitan Statistical Area)",41694,37494,38673,40329,41171,41098,42344
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)",36482,36539,36586,36691,36764,36026,37048
"46540","Utica-Rome, NY (Metropolitan Statistical Area)",35693,36584,37369,37768,38012,37511,37530
"46660","Valdosta, GA (Metropolitan Statistical Area)",35962,34885,34948,36193,34279,35213,35813
"46700","Vallejo-Fairfield, CA (Metropolitan Statistical Area)",31958,31409,30761,31409,31475,32321,33544
"47020","Victoria, TX (Metropolitan Statistical Area)",41826,39011,40117,42450,44850,44612,46042
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",31312,31774,31807,31816,31394,31245,31937
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",41109,40736,40878,41576,42107,41696,42358
"47300","Visalia-Porterville, CA (Metropolitan Statistical Area)",30368,28833,29754,31066,31422,32583,33998
"47380","Waco, TX (Metropolitan Statistical Area)",32995,33359,34473,34463,34947,34709,35546
"47460","Walla Walla, WA (Metropolitan Statistical Area)",36779,36896,36928,38013,38774,38972,39563
"47580","Warner Robins, GA (Metropolitan Statistical Area)",38185,37499,37949,38966,38224,37577,38049
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",49959,47750,47757,48945,49478,47948,48539
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",40865,40438,39437,41062,41803,41255,41577
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)",40394,41912,42757,42683,41123,40319,40689
"48140","Wausau, WI (Metropolitan Statistical Area)",42354,41778,40596,41527,41404,41393,43039
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",35675,36262,35449,36634,36862,36532,37127
"48300","Wenatchee, WA (Metropolitan Statistical Area)",35721,34947,34621,35828,37159,36805,38240
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)",37929,38175,38124,39978,41495,41931,42911
"48620","Wichita, KS (Metropolitan Statistical Area)",47966,44258,41724,44555,46129,45538,45807
"48660","Wichita Falls, TX (Metropolitan Statistical Area)",42544,38578,39222,42187,42573,41308,42391
"48700","Williamsport, PA (Metropolitan Statistical Area)",34731,35610,36794,39028,38547,38068,39106
"48900","Wilmington, NC (Metropolitan Statistical Area)",38082,36808,36636,37329,37898,36689,37133
"49020","Winchester, VA-WV (Metropolitan Statistical Area)",38052,37883,39050,40058,40844,39969,40776
"49180","Winston-Salem, NC (Metropolitan Statistical Area)",39823,38285,38628,38874,40153,38242,39329
"49340","Worcester, MA-CT (Metropolitan Statistical Area)",39905,39385,40154,40736,41498,40851,41813
"49420","Yakima, WA (Metropolitan Statistical Area)",34056,32701,33251,33948,35403,34652,36467
"49620","York-Hanover, PA (Metropolitan Statistical Area)",40391,40756,40440,41360,41325,40698,41213
"49660","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",36466,35784,36070,37691,37950,37812,38531
"49700","Yuba City, CA (Metropolitan Statistical Area)",33792,33674,33004,33579,33503,34354,34724
"49740","Yuma, AZ (Metropolitan Statistical Area)",28696,28319,28355,28173,27854,28824,28342
